"igraph.degree","igraph.closeness","igraph.betweenness","igraph.cen.degree"
38,0.137061403508772,3280.25266032506,38
4,0.00819672131147541,6,4
7,0.119961612284069,133.761373345345,7
7,0.122309197651663,247.266010695305,7
3,0.119502868068834,32.7127614752912,3
6,0.119731800766284,105.89422000381,6
6,0.119731800766284,105.89422000381,6
5,0.117260787992495,89.8675554579979,5
8,0.120656370656371,458.54293523967,8
4,0.117041198501873,32.1524136784979,4
5,0.115526802218115,307.298999898599,5
4,0.117041198501873,50.5787396599487,4
6,0.121832358674464,456.043535489419,6
20,0.12278978388998,714.916668983692,20
15,0.121124031007752,422.768791500274,15
10,0.119731800766284,236.468481494524,10
10,0.120192307692308,787.363895816316,10
26,0.127811860940695,1431.76960497873,26
6,0.100644122383253,585,6
6,0.115101289134438,362.011510641427,6
7,0.114678899082569,414.86845695749,7
4,0.109649122807018,28.5085534530731,4
4,0.109649122807018,28.5085534530731,4
4,0.109649122807018,28.5085534530731,4
5,0.119047619047619,153.024770744882,5
11,0.121832358674464,1495.79134469346,11
3,0.108885017421603,9.01200680735558,3
1,0.102965403624382,0,1
3,0.108885017421603,120.649461180079,3
3,0.118821292775665,57.563920569799,3
1,0.121241513094083,0,1
1,0.008195109158854,0,1
11,0.127942681678608,826.669569398342,11
5,0.126646403242148,183.928325666412,5
1,0.008195109158854,0,1
1,0.107851596203624,0,1
1,0.008195109158854,0,1
3,0.124626121635095,36.8889468590377,3
3,0.124626121635095,36.8889468590377,3
1,0.091844232182219,0,1
1,0.103734439834025,0,1
2,0.109745390693591,32.073500115372,2
1,0.091844232182219,0,1
3,0.124875124875125,184.016942985157,3
1,0.109938434476693,0,1
1,0.113947128532361,0,1
2,0.122669283611384,14.0149632567633,2
2,0.123639960435213,15.2070064327412,2
1,0.121241513094083,0,1
4,0.115420129270545,120.412939900661,4
1,0.108601216333623,0,1
1,0.107851596203624,0,1
6,0.12846865364851,235.09655288331,6
1,0.104079933388843,0,1
4,0.106564364876385,19.823074717193,4
1,0.103734439834025,0,1
1,0.10339123242349,0,1
5,0.127681307456588,641.33203974557,5
1,0.10339123242349,0,1
1,0.113947128532361,0,1
1,0.113947128532361,0,1
3,0.115207373271889,225.163539298297,3
1,0.109170305676856,0,1
1,0.091844232182219,0,1
5,0.125376128385155,176.315878897604,5
6,0.106564364876385,14.7380203166516,6
2,0.114155251141553,119,2
4,0.125628140703518,88.2513041106695,4
1,0.121241513094083,0,1
1,0.121241513094083,0,1
2,0.108412836079792,0.690950040950041,2
15,0.117813383600377,543.567198716861,15
9,0.126646403242148,387.920858459207,9
1,0.108601216333623,0,1
1,0.0986582478295185,0,1
2,0.122669283611384,14.0149632567633,2
5,0.126646403242148,124.086374221544,5
3,0.125125125125125,48.6181844273266,3
2,0.119846596356663,363.281311099864,2
1,0.107480653482373,0,1
1,0.107851596203624,0,1
5,0.127161749745677,206.360364204092,5
2,0.113947128532361,208.402553272809,2
1,0.104079933388843,0,1
4,0.125628140703518,229.116941821205,4
5,0.112309074573226,57.5954310579801,5
2,0.114995400183993,131.745952548057,2
1,0.107851596203624,0,1
2,0.110326566637246,1.78711209683012,2
1,0.109170305676856,0,1
1,0.091844232182219,0,1
1,0.121241513094083,0,1
4,0.126135216952573,77.814064606791,4
13,0.115420129270545,398.854769509025,13
1,0.103734439834025,0,1
3,0.125125125125125,48.6181844273266,3
1,0.091844232182219,0,1
2,0.123639960435213,15.2070064327412,2
3,0.123639960435213,32.8258877510285,3
1,0.109170305676856,0,1
2,0.122189638318671,11.2969847410974,2
1,0.121241513094083,0,1
5,0.125376128385155,290.598733874395,5
1,0.10339123242349,0,1
1,0.121241513094083,0,1
1,0.107851596203624,0,1
2,0.123639960435213,15.2070064327412,2
6,0.127420998980632,381.439814718195,6
2,0.114573785517874,47.2886121238592,2
1,0.109938434476693,0,1
5,0.126646403242148,124.086374221544,5
1,0.109170305676856,0,1
4,0.115848007414272,137.605928840181,4
1,0.008195109158854,0,1
1,0.109170305676856,0,1
1,0.109170305676856,0,1
2,0.123639960435213,15.2070064327412,2
2,0.125376128385155,566.463510979951,2
2,0.110326566637246,684,2
1,0.121241513094083,0,1
1,0.109170305676856,0,1
3,0.125125125125125,48.6181844273266,3
4,0.124378109452736,214.858183814751,4
1,0.113947128532361,0,1
1,0.113947128532361,0,1
1,0.113947128532361,0,1
